ESNTL_ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ROAD_NM_CD,FCLTY_ROAD_NM_ADDR,LNM_ADDR,ADDR_ENG_NM,ADSTRD_CD,BULD_NM,BULD_MANAGE_CD,TEL_NO,ZIP_NO,HMPG_URL,FCLTY_LA,FCLTY_LO,ORIGIN_NM,ADIT_DC,UPDT_DT,REGIST_DT
KCKRSPO23N000000967,관광명소,관광명소_지역명소,섬마을밴드 음악축제,28,인천광역시,28110,중구,2811011600,항동5가,281103149064,인천광역시 중구 제물량로 195 (항동5가),인천광역시 중구 항동5가 13,"195 Jemullyang-ro, Jung-gu, Incheon",4671025027,,2811011600100130000014968,,13437,,37,126,문화정보원,섬마을 음악동호회 공연,20240604,20240604
KCKRSPO23N000000968,관광명소,관광명소_지역명소,"all nights INCHEON 페스티벌 빛의 정원, 송도",28,인천광역시,28185,연수구,2818510600,송도동,281852152003,인천광역시 연수구 인천타워대로 250 (송도동),인천광역시 연수구 송도동 24-6,"250 Incheon tower-daero, Yeonsu-gu, Incheon",4671025022,,2818510600100240006000002,032-440-4002,22004,,37,126,문화정보원,미디어아트+국내 아티스트 음악공연+일루미네이션 외,20240604,20240604
KCKRSPO23N000000969,관광명소,관광명소_지역명소,동인천 낭만축제,,,,,,,,경기도 수원시 팔달구 정조로 825 (남창동),경기도 수원시 팔달구 남창동 6-2 화성행궁,"825 Jeongjo-ro, Paldal-gu, Suwon-si, Gyeonggi-do",4671034021,화성행궁,4111512300100060002052093,032-899-7422,58571,,32,123,문화정보원,공연+마켓+미디어아트 등,20240604,20240604
KCKRSPO23N000000970,관광명소,관광명소_축제,문경약돌한우축제,47,경상북도,47280,문경시,4728025030,문경읍 상초리,472803000165,경상북도 문경시 문경읍 새재로 932,경상북도 문경시 문경읍 상초리 288-1,"932 Saejae-ro, Mungyeong-eup, Mungyeong-si, Gyeongsangbuk-do",2726010400,,4728025030102880001027421,054-571-7677,16258,http://mghanwoo.or.kr/,36,128,문화정보원,문경약돌한우 구이터+문경약돌한우 할인판매+문경약돌한우 홍보전시관+체험행사+문경 농특산물 판매+시식행사+경품 추첨 등,20240604,20240604
KCKRSPO23N000000971,관광명소,관광명소_지역명소,문경오미자축제,47,경상북도,47280,문경시,4728035026,동로면 노은리,472804736124,경상북도 문경시 동로면 노은2길 4,경상북도 문경시 동로면 노은리 155-2,"4 Noeun 2-gil, Dongno-myeon, Mungyeong-si, Gyeongsangbuk-do",4678039027,,4728035026101550002835182,054-571-7677,16258,http://www.mg5mija.or.kr/,36,128,문화정보원,문경오미자 홍보,20240604,20240604
KCKRSPO23N000000972,관광명소,관광명소_지역명소,문경사과축제,47,경상북도,47280,문경시,4728025030,문경읍 상초리,472803000165,경상북도 문경시 문경읍 새재로 932,경상북도 문경시 문경읍 상초리 288-1,"932 Saejae-ro, Mungyeong-eup, Mungyeong-si, Gyeongsangbuk-do",4615038021,,4728025030102880001027421,054-571-7677,16258,http://www.mgapple.or.kr/,36,128,문화정보원,문경사과 홍보,20240604,20240604
KCKRSPO23N000000973,관광명소,관광명소_지역명소,제28회 무주반딧불축제,52,전북특별자치도,52730,무주군,5273025022,무주읍 당산리,457303275053,전북특별자치도 무주군 무주읍 한풍루로 326-14,전북특별자치도 무주군 무주읍 당산리 1118 등나무운동장,"326-14 Hanpungnu-ro, Muju-eup, Muju-gun, Jeonbuk-do",4691032023,등나무운동장,4573025022111180000000001,063-320-2537,59067,https://www.firefly.or.kr/,36,127,문화정보원,환경탐사+체험 판매 등 상설행사+문화예술행사,20240604,20240604
KCKRSPO23N000000974,관광명소,관광명소_지역명소,2024 청춘금오천벚꽃페스티벌,47,경상북도,47190,구미시,4719010100,원평동,471903308007,경상북도 구미시 금오산로 53-4 (원평동),경상북도 구미시 원평동 964-64 코끼리타워,"53-4 Geumosan-ro, Gumi-si, Gyeongsangbuk-do",4686025024,코끼리타워,4719010100109640064010442,054-480-6612,59060,,36,128,문화정보원,벚꽃+거리공연,20240604,20240604
KCKRSPO23N000000975,관광명소,관광명소_지역명소,2024 구미라면축제,47,경상북도,47190,구미시,4719010100,원평동,471903308006,경상북도 구미시 구미중앙로 76 (원평동),경상북도 구미시 원평동 1008-1 경부선 구미종합역사,"76 Gumijungang-ro, Gumi-si, Gyeongsangbuk-do",4686037029,경부선 구미종합역사,4719010100110080001010871,054-480-2652,59065,구미라면.com,36,128,문화정보원,라면테마축제,20240604,20240604
KCKRSPO23N000000976,관광명소,관광명소_지역명소,2024 구미푸드페스티벌,,,,,,,,강원특별자치도 춘천시 서부대성로 71 (옥천동),강원특별자치도 춘천시 옥천동 73-2 춘천예술마당,"71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do",4682034030,춘천예술마당,4211010700100730002002079,054-480-5592,,,32,123,문화정보원,지역 음식테마 축제,20240604,20240604
KCKRSPO23N000000977,관광명소,관광명소_지역명소,2024 구미독서문화축제,47,경상북도,47190,구미시,4719010900,형곡동,471903308004,경상북도 구미시 경은로 85 (형곡동),경상북도 구미시 형곡동 142 구미시립도서관,"85 Gyeongeun-ro, Gumi-si, Gyeongsangbuk-do",4519025021,구미시립도서관,4719010900101420000025223,054-480-4672,24374,,36,128,문화정보원,독서문화콘텐츠 축제,20240604,20240604
KCKRSPO23N000000978,관광명소,관광명소_지역명소,제5회 新송도해변축제,,,,,,,,대구광역시 수성구 들안로16길 78 (두산동),대구광역시 수성구 두산동 30 두산문화센터,"78 Deuran-ro 16-gil, Suseong-gu, Daegu",4571036029,두산문화센터,2726011100100300000014981,032-749-7332,24264,,32,123,문화정보원,물놀이 및 인공해변 체험 축제,20240604,20240604
KCKRSPO23N000000979,관광명소,관광명소_지역명소,제12회 연수 능허대 문화축제,,,,,,,,전북특별자치도 완주군 고산면 고산휴양림로 246,전북특별자치도 완주군 고산면 오산리 산43-1 고산휴양림,"246 Gosanhyuyangnim-ro, Gosan-myeon, Wanju-gun, Jeonbuk-do",4571036031,고산휴양림,4571036029200430001027567,032-749-7332,24374,,32,123,문화정보원,능허대 소재 체험프로그램+문화공연 등,20240604,20240604
KCKRSPO23N000000980,관광명소,관광명소_지역명소,불광천 축제,11,서울특별시,11380,은평구,1138010200,녹번동,113803111007,서울특별시 은평구 은평로 195 (녹번동),서울특별시 은평구 녹번동 84 은평구청,"195 Eunpyeong-ro, Eunpyeong-gu, Seoul",4571036031,은평구청,1138010200100840000043532,02-351-6517,42169,http://www.ep.go.kr,37,126,문화정보원,"문화공연, 체험부스 등",20240604,20240604
KCKRSPO23N000000981,관광명소,관광명소_지역명소,보물섬 남해 갈화왕새우 특판행사,48,경상남도,48840,남해군,4884037029,고현면 갈화리,488402343001,경상남도 남해군 고현면 남서대로 2985,경상남도 남해군 고현면 갈화리 1382-2 갈화어촌계회관,"2985 Namseo-daero, Gohyeon-myeon, Namhae-gun, Gyeongsangnam-do",4571036031,갈화어촌계회관,4884037029113820002021756,055-860-8355,52405,http://tour.namhae.go.kr/main.web,34,127,문화정보원,"흰다리 새우 판매, 작은음악회",20240604,20240604
KCKRSPO23N000000982,관광명소,관광명소_지역명소,제11회 독일마을 맥주축제,48,경상남도,48840,남해군,4884033026,삼동면 물건리,488403343011,경상남도 남해군 삼동면 독일로 89-7,경상남도 남해군 삼동면 물건리 1154,"89-7 Dogil-ro, Samdong-myeon, Namhae-gun, Gyeongsangnam-do",4571025021,,4884033026111540000000001,055-860-8603,52448,http://tour.namhae.go.kr/main.web,34,128,문화정보원,"퍼레이드, 토크콘서트, 문화행사 등",20240604,20240604
KCKRSPO23N000000983,관광명소,관광명소_지역명소,보물섬 남해 커피축제,48,경상남도,48840,남해군,4884025022,남해읍 서변리,488404829407,경상남도 남해군 남해읍 화전로43번길 20-5,경상남도 남해군 남해읍 서변리 산1-1,"20-5 Hwajeon-ro 43beon-gil, Namhae-eup, Namhae-gun, Gyeongsangnam-do",4571034025,,4884025022200010001000798,,49269,http://tour.namhae.go.kr/main.web,34,127,문화정보원,"시음행사, 체험행사, 이벤트 등",20240604,20240604
KCKRSPO23N000000984,관광명소,관광명소_지역명소,다랭이마을 해맞이 행사,48,경상남도,48840,남해군,4884035022,남면 석교리,488403343046,경상남도 남해군 남면 남면로 70,경상남도 남해군 남면 석교리 944-3,"70 Nammyeon-ro, Nam-myeon, Namhae-gun, Gyeongsangnam-do",4571034025,,4884035022109440003024370,055-860-8254,49269,http://tour.namhae.go.kr/main.web,34,127,문화정보원,"해맞이 공연, 부대행사 등",20240604,20240604
KCKRSPO23N000000985,관광명소,관광명소_지역명소,상주해돋이&물메기 축제,48,경상남도,48840,남해군,4884032022,상주면 상주리,488403343021,경상남도 남해군 상주면 상주로 17-4,경상남도 남해군 상주면 상주리 2182-2,"17-4 Sangju-ro, Sangju-myeon, Namhae-gun, Gyeongsangnam-do",4514034022,,4884032022121820002014446,055-860-8104,36706,http://tour.namhae.go.kr/main.web,34,127,문화정보원,"무대공연행사, 개막식, 해돋이 행사 등",20240604,20240604
KCKRSPO23N000000986,관광명소,관광명소_지역명소,제11회 수영강변축제,26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",4575035521,해운대구청,2635010600113780095002835,051-749-4061,48095,,35,129,문화정보원,개막행사+무대공연 등,20240604,20240604
KCKRSPO23N000000987,관광명소,관광명소_지역명소,제19회 부산불꽃축제,26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",4572025023,해운대구청,2635010600113780095002835,051-749-4062,48095,,35,129,문화정보원,불꽃쇼+무대공연 등,20240604,20240604
KCKRSPO23N000000988,관광명소,관광명소_지역명소,제11회 해운대 빛축제,26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",5013031025,해운대구청,2635010600113780095002835,051-749-4062,57205,,35,129,문화정보원,빛시설물 전시+체험프로그램 등,20240604,20240604
KCKRSPO23N000000989,관광명소,관광명소_축제,제37회 해운대북극곰축제,26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",2726010400,해운대구청,2635010600113780095002835,051-749-4064,48095,,35,129,문화정보원,북극곰 수영대회+체험프로그램+무대공연 등,20240604,20240604
KCKRSPO23N000000990,관광명소,관광명소_지역명소,2025 카운트다운&해맞이 축제,26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",4477041028,해운대구청,2635010600113780095002835,051-749-4062,24336,,35,129,문화정보원,카운트다운 행사+해맞이 행사+부대 프로그램 등,20240604,20240604
KCKRSPO23N000000991,관광명소,관광명소_지역명소,찾아가는 마음나눔 음악회(반송2동),26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",4372025029,해운대구청,2635010600113780095002835,051-749-6041,24239,,35,129,문화정보원,식전공연: 국악 등 전통공연 /본공연: 대중가수 공연,20240604,20240604
KCKRSPO23N000000992,관광명소,관광명소_지역명소,4월 거리예술공연,26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",4372031527,해운대구청,2635010600113780095002835,051-749-6041,24336,,35,129,문화정보원,신청사 착공식과 연계한 거리공연,20240604,20240604
KCKRSPO23N000000993,관광명소,관광명소_지역명소,해운대 수목원 야외콘서트,26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",4373033028,해운대구청,2635010600113780095002835,051-749-6041,24519,,35,129,문화정보원,3개 구립예술단 및 대중가수 공연,20240604,20240604
KCKRSPO23N000000994,관광명소,관광명소_지역명소,청소년오케스트라 음악소풍,26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",4377025028,해운대구청,2635010600113780095002835,051-749-6041,48095,,35,129,문화정보원,청소년오케스트라 상반기 야외연주회,20240604,20240604
KCKRSPO23N000000995,관광명소,관광명소_지역명소,청사포 바다콘서트,26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",4315031023,해운대구청,2635010600113780095002835,051-749-6041,48095,,35,129,문화정보원,오케스트라 클래식 공연,20240604,20240604
KCKRSPO23N000000996,관광명소,관광명소_지역명소,찾아가는 마음나눔 음악회(반여3동),26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",4374525040,해운대구청,2635010600113780095002835,051-749-6041,48095,,35,129,문화정보원,어르신들을 위한 맞춤형 공연,20240604,20240604
KCKRSPO23N000000997,관광명소,관광명소_지역명소,찾아가는 영화관Ⅰ,26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",4374525038,해운대구청,2635010600113780095002835,051-749-6041,44248,,35,129,문화정보원,야외 영화관 상영,20240604,20240604
KCKRSPO23N000000998,관광명소,관광명소_지역명소,영화의 거리 영화음악 콘서트,26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",4374525038,해운대구청,2635010600113780095002835,051-749-6041,48095,,35,129,문화정보원,영화+음악 해설이 있는 영화음악 콘서트 공연,20240604,20240604
KCKRSPO23N000000999,관광명소,관광명소_지역명소,세대공감+신나는 풍류 콘서트,26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",4313038521,해운대구청,2635010600113780095002835,051-749-6041,48095,,35,129,문화정보원,고향사랑기부제 기금제안사업(선정시 진행),20240604,20240604
KCKRSPO23N000001000,관광명소,관광명소_축제,찾아가는 영화관Ⅱ (드라이브-인-시네마),26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",2711012000,해운대구청,2635010600113780095002835,051-749-6041,48095,,35,129,문화정보원,야외 영화관 상영,20240604,20240604
KCKRSPO23N000001001,관광명소,관광명소_축제,반여1동 수영강 콘서트,26,부산광역시,26350,해운대구,2635010600,중동,263503133041,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동 1378-95 해운대구청,"11 Jungdong 2-ro, Haeundae-gu, Busan",2711010100,해운대구청,2635010600113780095002835,051-749-6041,48095,,35,129,문화정보원,라이브 대중가수 공연,20240604,20240604
KCKRSPO23N000001002,관광명소,관광명소_축제,땅끝 해넘이·해맞이 축제,46,전라남도,46820,해남군,4682034030,송지면 송호리,468204682149,전라남도 해남군 송지면 땅끝마을길 70-14,전라남도 해남군 송지면 송호리 1127-4 땅끝어촌계슈퍼,"70-14 Ttangkkeunmaeul-gil, Songji-myeon, Haenam-gun, Jeollanam-do",2711010100,땅끝어촌계슈퍼,4682034030111270004000001,061-531-3161,55446,www.haenam.go.kr,34,126,문화정보원,해넘이제례+달집태우기+해맞이 등,20240604,20240604
KCKRSPO23N000001003,관광명소,관광명소_축제,곡성세계장미축제,46,전라남도,46720,곡성군,4672031021,오곡면 오지리,467203287005,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,"232 Gichamaeul-ro, Ogok-myeon, Gokseong-gun, Jeollanam-do",2711010100,,4672031021107700005007240,061-360-8471,55438,www.gokseong.go.kr,35,127,문화정보원,세계 유명 장미로 이뤄진 공원에서 다양한 공연과 이벤트 개최,20240604,20240604
KCKRSPO23N000001004,관광명소,관광명소_축제,기차마을아이스페스티벌,46,전라남도,46720,곡성군,4672025021,곡성읍 읍내리,467203287003,전라남도 곡성군 곡성읍 곡성로 855,전라남도 곡성군 곡성읍 읍내리 254,"855 Gokseong-ro, Gokseong-eup, Gokseong-gun, Jeollanam-do",2711010100,,4672025021101920000000006,061-360-8471,55430,www.gokseong.go.kr,35,127,문화정보원,피서형 페스티벌,20240604,20240604
KCKRSPO23N000001005,관광명소,관광명소_축제,곡성심청어린이대축제,46,전라남도,46720,곡성군,4672031021,오곡면 오지리,467203287005,전라남도 곡성군 오곡면 기차마을로 233,전라남도 곡성군 오곡면 오지리 1215-1,"233 Gichamaeul-ro, Ogok-myeon, Gokseong-gun, Jeollanam-do",2711010100,,4672031021112150001008126,061-360-8471,56149,www.gokseong.go.kr,35,127,문화정보원,어린이 중심 콘텐츠로 캐릭터 공연과 가족형 이벤트 개최,20240604,20240604
KCKRSPO23N000001006,관광명소,관광명소_축제,2023 춘천연극제,51,강원특별자치도,51110,춘천시,5111010700,옥천동,421103218018,강원특별자치도 춘천시 서부대성로 71 (옥천동),강원특별자치도 춘천시 옥천동 73-2 춘천예술마당,"71 Seobudaeseong-ro, Chuncheon-si, Gangwon-do",2711010200,춘천예술마당,4211010700100730002002079,033-241-4345,56204,,37,127,문화정보원,관객과 함께 웃고 호흡하는 연극제,20240604,20240604
KCKRSPO23N000001007,관광명소,관광명소_축제,2023 춘천오페라페스티발,51,강원특별자치도,51110,춘천시,5111012500,삼천동,421104454446,강원특별자치도 춘천시 스포츠타운길399번길 25 (삼천동),강원특별자치도 춘천시 삼천동 223-2 KT&amp;G상상마당 춘천아트센터,"25 Sports town-gil 399beon-gil, Chuncheon-si, Gangwon-do",2711010200,KT&amp;G상상마당 춘천아트센터,4211012500102230002012551,,56127,,37,127,문화정보원,오페라 토스카 전막공연+사전행사,20240604,20240604
KCKRSPO23N000001008,관광명소,관광명소_축제,마임프린지,51,강원특별자치도,51110,춘천시,5111011200,효자동,421103218037,강원특별자치도 춘천시 춘천로 112 (효자동),강원특별자치도 춘천시 효자동 531 축제극장몸짓,"112 Chuncheon-ro, Chuncheon-si, Gangwon-do",2711010200,축제극장몸짓,4211011200105310018000001,033-244-7556,24336,,37,127,문화정보원,신진예술가들의 자유로운 창작 공연,20240604,20240604
KCKRSPO23N000001009,관광명소,관광명소_축제,마임프린지 시민 심사단 모집,51,강원특별자치도,51110,춘천시,5111011200,효자동,421103218037,강원특별자치도 춘천시 춘천로 112 (효자동),강원특별자치도 춘천시 효자동 531 축제극장몸짓,"112 Chuncheon-ro, Chuncheon-si, Gangwon-do",2711010200,축제극장몸짓,4211011200105310018000001,033-244-7556,58257,,37,127,문화정보원,신진예술가들의 자유로운 창작 공연,20240604,20240604
KCKRSPO23N000001010,관광명소,관광명소_축제,명량대첩축제,46,전라남도,46820,해남군,4682042025,문내면 학동리,468203017038,전라남도 해남군 문내면 관광레저로 12,전라남도 해남군 문내면 학동리 1021-3 전라우수영명량대첩공원,"12 Gwangwang leisure-ro, Munnae-myeon, Haenam-gun, Jeollanam-do",2711010200,전라우수영명량대첩공원,4682042025110200000000001,061-530-5158,59004,www.mldc.kr,34,126,문화정보원,출정식+해전재현+공군에어쇼+조선수군재건+이순신리더십캠프 등,20240604,20240604
KCKRSPO23N000001011,관광명소,관광명소_축제,북평용줄다리기 축제,,,,,,,,경상남도 의령군 의령읍 충익로 63,경상남도 의령군 의령읍 중동리 261-1 의령군청,"63 Chungik-ro, Uiryeong-eup, Uiryeong-gun, Gyeongsangnam-do",2711010200,의령군청,4872025022102610001019945,061-530-5159,36919,www.haenam.go.kr,32,123,문화정보원,줄고사+용줄다리기+달집태우기 등,20240604,20240604
KCKRSPO23N000001012,관광명소,관광명소_축제,해남미남축제,46,전라남도,46820,해남군,4682031027,삼산면 구림리,468204682122,전라남도 해남군 삼산면 대흥사길 400,전라남도 해남군 삼산면 구림리 799 대흥사,"400 Daeheungsa-gil, Samsan-myeon, Haenam-gun, Jeollanam-do",2711010200,대흥사,4682031027107980000000001,061-530-5158,26447,www.haenam.go.kr,34,126,문화정보원,공식행사(개·폐회식)+공연행사+전시·체험+음식·특산물 판매 등,20240604,20240604
KCKRSPO23N000001013,관광명소,관광명소_축제,태화강마두희축제,31,울산광역시,31110,중구,3111010500,옥교동,311104307182,울산광역시 중구 문화의거리 38 (옥교동),울산광역시 중구 옥교동 239-1,"38 Munhwaui-geori, Jung-gu, Ulsan",2711010200,,3111010500102390001008798,052-244-2008,26447,http://ulsanmaduhee.co.kr/pages/index.html,35,129,문화정보원,마두희(줄당기기)+공연+전시+체험+전통+부대행사 등,20240604,20240604
KCKRSPO23N000001014,관광명소,관광명소_축제,통영한산대첩축제,48,경상남도,48220,통영시,4822010600,문화동,482203333018,경상남도 통영시 세병로 27 (문화동),경상남도 통영시 문화동 62 삼도수군통제영(세병관),"27 Sebyeong-ro, Tongyeong-si, Gyeongsangnam-do",2711010200,삼도수군통제영(세병관),4822010600100620000029351,055-644-5222,26417,https://tyhansancf.or.kr/,34,128,문화정보원,삼도수군통제사 행차+임진왜란 3대 대첩지_삼도수군 군점 및 수조 재현+한산대첩 재현_통영 거북선 노젓기대회+행사+공연 등,20240604,20240604
KCKRSPO23N000001015,관광명소,관광명소_축제,평창송어축제,51,강원특별자치도,51760,평창군,5176036021,진부면 하진부리,427603000145,강원특별자치도 평창군 진부면 경강로 3562,강원특별자치도 평창군 진부면 하진부리 325,"3562 Gyeonggang-ro, Jinbu-myeon, Pyeongchang-gun, Gangwon-do",2711010200,,4276036021103250000013789,033-336-4000,26434,http://www.festival700.or.kr,37,128,문화정보원,얼음낚시+텐트낚시+어린이낚시터+황금송어맨손잡기+얼음광장체험놀이 등,20240604,20240604
KCKRSPO23N000001016,관광명소,관광명소_축제,평창효석문화제,,,,,,,,울산광역시 중구 샛강남길 5 (태화동),울산광역시 중구 태화동 667 태화강 국가정원 안내센터,"5 Saetgangnam-gil, Jung-gu, Ulsan",2711013700,태화강 국가정원 안내센터,3111011100106670000000001,033-335-2323,,http://www.hyoseok.com,32,123,문화정보원,메밀음식체험+전통민속놀이+감성마당+문화마당+자연마당,20240604,20240604
KCKRSPO23N000001017,관광명소,관광명소_축제,포항국제불빛축제,,,,,,,,울산광역시 중구 염포로 55 (남외동),울산광역시 중구 남외동 865 울산종합운동장,"55 Yeompo-ro, Jung-gu, Ulsan",2711013700,울산종합운동장,3111011500108650000025332,054-289-7852,26359,http://festival.phcf.or.kr/fireWorks/intro.do,32,123,문화정보원,불빛 퍼레이드+개막식 및 퍼포먼스+국제 불꽃쇼+멀티미디어쇼+DJ PARTY,20240604,20240604
KCKRSPO23N000001018,관광명소,관광명소_축제,하동야생차문화축제,48,경상남도,48850,하동군,4885031026,화개면 운수리,488503344009,경상남도 하동군 화개면 쌍계로 571-25,경상남도 하동군 화개면 운수리 664,"571-25 Ssanggye-ro, Hwagae-myeon, Hadong-gun, Gyeongsangnam-do",2711013700,,4885031026106640000011419,055-880-2052,24023,http://www.wildteafestival.kr/contents1,35,127,문화정보원,시배지헌다례 공연+대한민국명창대전+하동세계차엑스포,20240604,20240604
KCKRSPO23N000001019,관광명소,관광명소_축제,한산모시문화제,44,충청남도,44770,서천군,4477034021,한산면 지현리,447703259240,충청남도 서천군 한산면 충절로 1089,충청남도 서천군 한산면 지현리 60-1 한산모시관,"1089 Chungjeol-ro, Hansan-myeon, Seocheon-gun, Chungcheongnam-do",2711015700,한산모시관,4477034021100600001042803,041-950-4256,24023,www.hansanmosi.kr/,36,126,문화정보원,한산모시짜기 체험+부대프로그램+체험프로그램,20240604,20240604
KCKRSPO23N000001020,관광명소,관광명소_축제,한탄강얼음트레킹축제,51,강원특별자치도,51780,철원군,5178025923,동송읍 장흥리,427804490326,강원특별자치도 철원군 동송읍 한탄강길 208,강원특별자치도 철원군 동송읍 장흥리 725,"208 Hantangang-gil, Dongsong-eup, Cheorwon-gun, Gangwon-do",2711015700,,4278025923107250000010107,033-455-7072,33489,https://gcwcf.or.kr/w1_c_6_1/4,38,127,문화정보원,공연+행사+포토존+아이스 썰매존+아이스 겨울 놀이터+아이스 고드름 터널+픽토그램 눈썰매장 등,20240604,20240604
KCKRSPO23N000001021,관광명소,관광명소_축제,함평나비축제,46,전라남도,46860,함평군,4686025024,함평읍 수호리,468603297002,전라남도 함평군 함평읍 곤재로 27,전라남도 함평군 함평읍 수호리 1153-1 함평엑스포공원 주제영상관,"27 Gonjae-ro, Hampyeong-eup, Hampyeong-gun, Jeollanam-do",2711015700,함평엑스포공원 주제영상관,4686025024111530001000001,061-320-2238,33415,https://www.hpftf.or.kr/,35,126,문화정보원,나비날리기 체험+문화예술공연+전시행사 등,20240604,20240604
KCKRSPO23N000001022,관광명소,관광명소_축제,화성뱃놀이축제,41,경기도,41590,화성시,4159035021,서신면 전곡리,415903210093,경기도 화성시 서신면 전곡항로 5,경기도 화성시 서신면 전곡리 1076 전곡마리나클럽하우스,"5 Jeongokhang-ro, Seosin-myeon, Hwaseong-si, Gyeonggi-do",2711015700,전곡마리나클럽하우스,4159035021110760000000002,031-356-8542,33489,https://hs-boatingfestival.com/,37,126,문화정보원,풍류단의 항해+바람의 사신단 댄스 퍼레이드+천해 유람단+문화자원 연계 프로그램+공연 프로그램 등,20240604,20240604
KCKRSPO23N000001023,관광명소,관광명소_축제,화천산천어축제,51,강원특별자치도,51790,화천군,5179025023,화천읍 중리,427904493062,강원특별자치도 화천군 화천읍 산천어길 137,강원특별자치도 화천군 화천읍 중리 186-5,"137 Sancheoneo-gil, Hwacheon-eup, Hwacheon-gun, Gangwon-do",2711012300,,4279025023000000000007890,1688-3005,33489,www.narafestival.com,38,127,문화정보원,얼음낚시+맨손잡기+눈얼음체험+얼음조각광장 등,20240604,20240604
KCKRSPO23N000001024,관광명소,관광명소_축제,국악의 향연,31,울산광역시,31170,동구,3117010100,방어동,311704313099,울산광역시 동구 문현3길 6 (방어동),울산광역시 동구 방어동 1120-1 꽃바위문화관,"6 Munhyeon 3-gil, Dong-gu, Ulsan",2711012300,꽃바위문화관,3117010100111200001000001,052-209-4330,33485,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,35,129,문화정보원,국악,20240604,20240604
KCKRSPO23N000001025,관광명소,관광명소_축제,리차드 로의 재즈톡,31,울산광역시,31170,동구,3117010100,방어동,311704313099,울산광역시 동구 문현3길 6 (방어동),울산광역시 동구 방어동 1120-1 꽃바위문화관,"6 Munhyeon 3-gil, Dong-gu, Ulsan",2711010800,꽃바위문화관,3117010100111200001000001,052-209-4330,52144,http://www.donggu.ulsan.kr/edu/menu_06/03.jsp,35,129,문화정보원,재즈,20240604,20240604
